"city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target","city","enrollee_id","imputed","n.experience","f.city_development_index"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd",">4",80,"1","city_16",8655,FALSE,13,"[0.878,0.920)"
0.624,"Other","No relevent experience","Full time course","Graduate","STEM","10","1000-4999","Pvt Ltd","never",113,"1","city_21",9244,FALSE,10,"[0.448,0.691)"
0.91,"Male","Has relevent experience","Part time course","Graduate","STEM","11","10/49","Funded Startup","1",23,"0","city_16",16668,FALSE,11,"[0.878,0.920)"
0.924,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",63,"0","city_104",19852,FALSE,25,"[0.921,0.949]"
0.92,"Other","Has relevent experience","no_enrollment","Graduate","Humanities","3","Unknown","Other","1",4,"0","city_103",10249,TRUE,3,"0.920"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Pvt Ltd","1",56,"0","city_16",2680,FALSE,2,"[0.878,0.920)"
0.855,"Male","Has relevent experience","Part time course","High School","No Major","9","100-500","Pvt Ltd","1",50,"1","city_67",29451,FALSE,9,"[0.691,0.878)"
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM","17","10000+","Pvt Ltd",">4",123,"0","city_103",699,FALSE,17,"0.920"
0.848,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","Unknown","Other","1",36,"1","city_27",28206,FALSE,12,"[0.691,0.878)"
0.624,"Male","Has relevent experience","no_enrollment","Graduate","Other","5","Unknown","Other","1",63,"1","city_21",21478,FALSE,5,"[0.448,0.691)"
0.855,"Male","No relevent experience","Full time course","High School","No Major","4","Unknown","Other","1",39,"0","city_67",7303,FALSE,4,"[0.691,0.878)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","1",44,"0","city_103",17639,FALSE,8,"0.920"
0.92,"Other","Has relevent experience","no_enrollment","Masters","STEM","20","50-99","Pvt Ltd","1",64,"0","city_103",28661,FALSE,20,"0.920"
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","<10","Funded Startup","1",60,"0","city_16",26602,FALSE,5,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Pvt Ltd","2",4,"0","city_103",14072,FALSE,17,"0.920"
0.866,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd",">4",50,"0","city_57",3366,FALSE,25,"[0.691,0.878)"
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","Unknown","Other","4",109,"1","city_67",5690,FALSE,11,"[0.691,0.878)"
0.878,"Male","No relevent experience","no_enrollment","High School","No Major","10","Unknown","Other","1",17,"1","city_173",27947,FALSE,10,"[0.878,0.920)"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","Unknown","Other","1",43,"0","city_16",16136,FALSE,14,"[0.878,0.920)"
0.698,"Male","No relevent experience","Full time course","Graduate","STEM","3","10/49","Other","1",55,"1","city_152",23987,FALSE,3,"[0.691,0.878)"
0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","8","Unknown","NGO","2",21,"0","city_103",980,FALSE,8,"0.920"
0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Pvt Ltd","never",43,"1","city_100",30243,FALSE,9,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","Unknown","Other","1",64,"0","city_160",22131,FALSE,19,"0.920"
0.926,"Male","No relevent experience","no_enrollment","High School","No Major","3","50-99","Pvt Ltd","1",112,"0","city_114",24328,FALSE,3,"[0.921,0.949]"
0.926,"Male","No relevent experience","Part time course","High School","No Major","6","50-99","Pvt Ltd","2",108,"0","city_114",15446,FALSE,6,"[0.921,0.949]"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","7","<10","Pvt Ltd","1",116,"0","city_103",3748,FALSE,7,"0.920"
0.91,"Male","No relevent experience","Full time course","Primary School","No Major","3","Unknown","Other","never",94,"0","city_16",12045,TRUE,3,"[0.878,0.920)"
0.893,"Male","Has relevent experience","Part time course","Graduate","STEM","9","<10","Pvt Ltd","1",113,"0","city_36",17289,FALSE,9,"[0.878,0.920)"
0.701,"Male","No relevent experience","Full time course","Graduate","STEM","3","Unknown","Other","1",46,"1","city_109",29881,FALSE,3,"[0.691,0.878)"
0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Pvt Ltd","never",306,"0","city_83",5881,FALSE,5,"[0.921,0.949]"
0.926,"Other","No relevent experience","Part time course","Graduate","STEM","<1","1000-4999","Pvt Ltd","1",7,"0","city_114",14858,TRUE,0,"[0.921,0.949]"
0.743,"Other","Has relevent experience","Full time course","High School","No Major","2","100-500","Pvt Ltd","1",108,"0","city_116",14735,TRUE,2,"[0.691,0.878)"
0.727,"Other","Has relevent experience","Part time course","Graduate","STEM","6","10/49","Pvt Ltd","1",43,"0","city_142",15684,FALSE,6,"[0.691,0.878)"
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","50-99","Funded Startup","1",12,"0","city_114",22888,TRUE,5,"[0.921,0.949]"
0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Early Stage Startup","1",124,"0","city_103",26286,FALSE,2,"0.920"
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","Unknown","Other","1",26,"1","city_21",19524,FALSE,9,"[0.448,0.691)"
0.92,"Male","No relevent experience","no_enrollment","Masters","STEM","19","<10","Early Stage Startup","2",24,"0","city_103",33272,FALSE,19,"0.920"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Pvt Ltd","1",212,"0","city_103",3942,FALSE,14,"0.920"
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","4",21,"0","city_21",28965,FALSE,10,"[0.448,0.691)"
0.624,"Other","Has relevent experience","Part time course","Graduate","STEM","3","10000+","Other","3",210,"0","city_21",24874,FALSE,3,"[0.448,0.691)"
0.764,"Other","Has relevent experience","Part time course","Graduate","STEM","11","Unknown","Other","1",24,"1","city_176",21651,FALSE,11,"[0.691,0.878)"
0.794,"Male","Has relevent experience","Full time course","High School","No Major","5","<10","Pvt Ltd","1",91,"0","city_105",15969,FALSE,5,"[0.691,0.878)"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",66,"0","city_16",9653,FALSE,25,"[0.878,0.920)"
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","500-999","Other","1",11,"0","city_24",7274,FALSE,12,"[0.691,0.878)"
0.92,"Male","No relevent experience","Full time course","Graduate","STEM","8","Unknown","Other","1",88,"1","city_103",17633,FALSE,8,"0.920"
0.92,"Other","No relevent experience","no_enrollment","Graduate","STEM","<1","Unknown","Other","1",30,"0","city_103",5097,FALSE,0,"0.920"
0.926,"Male","No relevent experience","Full time course","Graduate","STEM","14","<10","Early Stage Startup","1",28,"1","city_114",26544,FALSE,14,"[0.921,0.949]"
0.764,"Other","Has relevent experience","no_enrollment","Masters","STEM","19","Unknown","Other",">4",4,"0","city_176",5399,FALSE,19,"[0.691,0.878)"
0.743,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","Unknown","Other","4",15,"1","city_116",25336,FALSE,4,"[0.691,0.878)"
0.836,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd","never",30,"0","city_138",29517,FALSE,11,"[0.691,0.878)"
0.856,"Other","Has relevent experience","no_enrollment","Graduate","STEM","2","Unknown","Other","1",32,"1","city_54",18390,FALSE,2,"[0.691,0.878)"
0.92,"Other","No relevent experience","no_enrollment","Graduate","No Major","<1","50-99","Pvt Ltd","1",180,"0","city_103",1596,TRUE,0,"0.920"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd",">4",4,"0","city_103",4070,FALSE,25,"0.920"
0.926,"Male","No relevent experience","Full time course","Graduate","STEM","9","Unknown","Pvt Ltd","never",31,"0","city_114",4565,FALSE,9,"[0.921,0.949]"
0.802,"Male","Has relevent experience","no_enrollment","Graduate","No Major","1","<10","Pvt Ltd","1",156,"0","city_65",2762,FALSE,1,"[0.691,0.878)"
0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","5","10000+","Pvt Ltd","1",12,"1","city_21",29272,FALSE,5,"[0.448,0.691)"
0.624,"Other","No relevent experience","Full time course","Masters","STEM","9","100-500","Pvt Ltd","never",5,"1","city_21",1979,FALSE,9,"[0.448,0.691)"
0.479,"Other","No relevent experience","no_enrollment","Graduate","STEM","1","100-500","Pvt Ltd","1",110,"1","city_126",19605,TRUE,1,"[0.448,0.691)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd","1",6,"0","city_103",121,FALSE,9,"0.920"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","2","100-500","Pvt Ltd","1",76,"0","city_103",31065,FALSE,2,"0.920"
0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",37,"0","city_73",13632,FALSE,25,"[0.691,0.878)"
0.91,"Other","Has relevent experience","no_enrollment","Graduate","STEM","16","Unknown","Other","never",13,"0","city_16",16721,FALSE,16,"[0.878,0.920)"
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd",">4",22,"1","city_114",9713,FALSE,25,"[0.921,0.949]"
0.624,"Other","Has relevent experience","no_enrollment","Masters","STEM","<1","<10","Early Stage Startup","never",118,"1","city_21",25233,FALSE,0,"[0.448,0.691)"
0.836,"Male","Has relevent experience","Full time course","High School","No Major","5","10000+","Pvt Ltd","1",58,"0","city_138",16378,FALSE,5,"[0.691,0.878)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Unknown","Other","4",104,"1","city_103",10897,FALSE,25,"0.920"
0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM","16","<10","Pvt Ltd","1",11,"0","city_16",13734,FALSE,16,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Unknown","Other","1",34,"1","city_103",17051,FALSE,25,"0.920"
0.767,"Other","Has relevent experience","Full time course","Graduate","STEM","9","Unknown","Other","1",98,"1","city_162",19886,FALSE,9,"[0.691,0.878)"
0.827,"Male","Has relevent experience","no_enrollment","Masters","Other",">20","10/49","Pvt Ltd","4",34,"0","city_13",15873,FALSE,25,"[0.691,0.878)"
0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","5000-9999","Pvt Ltd",">4",130,"1","city_65",22862,FALSE,14,"[0.691,0.878)"
0.887,"Male","Has relevent experience","no_enrollment","Graduate","Arts","20","5000-9999","Pvt Ltd","1",26,"0","city_100",10674,FALSE,20,"[0.878,0.920)"
0.738,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Early Stage Startup","1",48,"1","city_123",7944,FALSE,7,"[0.691,0.878)"
0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","never",322,"0","city_61",15475,FALSE,25,"[0.878,0.920)"
0.624,"Male","Has relevent experience","Full time course","Masters","STEM","1","10/49","Pvt Ltd","1",24,"1","city_21",28022,FALSE,1,"[0.448,0.691)"
0.843,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","<10","Pvt Ltd",">4",56,"0","city_159",3379,FALSE,25,"[0.691,0.878)"
0.802,"Male","Has relevent experience","Full time course","Graduate","STEM","9","50-99","Pvt Ltd","1",33,"0","city_65",12081,FALSE,9,"[0.691,0.878)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","100-500","Pvt Ltd","4",32,"0","city_103",29197,FALSE,13,"0.920"
0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","1",50,"0","city_61",2966,FALSE,25,"[0.878,0.920)"
0.624,"Other","No relevent experience","Full time course","Graduate","No Major","2","Unknown","Other","never",33,"1","city_21",28702,TRUE,2,"[0.448,0.691)"
0.766,"Male","Has relevent experience","Full time course","Graduate","STEM","4","50-99","Pvt Ltd","2",92,"1","city_158",7649,FALSE,4,"[0.691,0.878)"
0.92,"Male","No relevent experience","no_enrollment","Masters","STEM","9","Unknown","Other","1",198,"1","city_103",574,FALSE,9,"0.920"
0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","5","Unknown","Other","1",38,"0","city_21",22790,FALSE,5,"[0.448,0.691)"
0.55,"Male","Has relevent experience","Part time course","Graduate","STEM","4","<10","NGO","1",25,"1","city_11",13332,FALSE,4,"[0.448,0.691)"
0.926,"Other","No relevent experience","Part time course","Graduate","STEM","13","500-999","Pvt Ltd",">4",36,"0","city_114",27365,FALSE,13,"[0.921,0.949]"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",66,"1","city_16",15208,FALSE,15,"[0.878,0.920)"
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd","1",22,"0","city_75",30463,FALSE,25,"[0.921,0.949]"
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","4",9,"0","city_90",4650,FALSE,25,"[0.691,0.878)"
0.804,"Other","No relevent experience","Full time course","Masters","STEM","9","100-500","Pvt Ltd",">4",92,"0","city_102",19771,FALSE,9,"[0.691,0.878)"
0.897,"Male","No relevent experience","no_enrollment","High School","No Major","4","Unknown","Pvt Ltd","never",24,"0","city_136",690,FALSE,4,"[0.878,0.920)"
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","10/49","Pvt Ltd",">4",84,"0","city_28",18644,FALSE,11,"[0.921,0.949]"
0.884,"Other","Has relevent experience","no_enrollment","Graduate","STEM","15","<10","Other","3",286,"1","city_71",12159,FALSE,15,"[0.878,0.920)"
0.802,"Male","No relevent experience","no_enrollment","Graduate","STEM","4","Unknown","Other","never",52,"1","city_65",26882,FALSE,4,"[0.691,0.878)"
0.887,"Male","No relevent experience","no_enrollment","Graduate","Humanities","15","100-500","Public Sector",">4",86,"0","city_100",31885,FALSE,15,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Other","2",55,"0","city_103",20077,FALSE,25,"0.920"
0.766,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10/49","Early Stage Startup","2",78,"0","city_158",21285,FALSE,6,"[0.691,0.878)"
0.762,"Other","No relevent experience","no_enrollment","Masters","Arts","9","10000+","Pvt Ltd",">4",10,"0","city_46",6277,FALSE,9,"[0.691,0.878)"
0.92,"Other","No relevent experience","Full time course","Graduate","STEM","4","Unknown","Other","1",58,"0","city_160",7514,FALSE,4,"0.920"
0.895,"Male","Has relevent experience","no_enrollment","High School","No Major","15","10/49","Pvt Ltd",">4",46,"0","city_10",20007,FALSE,15,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","Pvt Ltd","2",126,"0","city_103",4227,FALSE,15,"0.920"
0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Unknown","Other",">4",222,"0","city_73",8763,FALSE,25,"[0.691,0.878)"
0.794,"Male","Has relevent experience","Full time course","Graduate","STEM","14","Unknown","Other","1",100,"0","city_37",22114,FALSE,14,"[0.691,0.878)"
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","100-500","Pvt Ltd","4",33,"0","city_136",18113,FALSE,8,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","High School","No Major","2","<10","Pvt Ltd","2",12,"0","city_103",8441,FALSE,2,"0.920"
0.55,"Male","No relevent experience","no_enrollment","Graduate","STEM","1","Unknown","Other","1",7,"0","city_11",15106,FALSE,1,"[0.448,0.691)"
0.624,"Female","No relevent experience","no_enrollment","Masters","STEM","<1","10/49","Pvt Ltd","1",6,"1","city_21",21311,FALSE,0,"[0.448,0.691)"
0.926,"Male","No relevent experience","Full time course","Graduate","STEM","4","Unknown","Other","1",60,"1","city_114",15599,FALSE,4,"[0.921,0.949]"
0.848,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Pvt Ltd","never",27,"0","city_27",33083,FALSE,10,"[0.691,0.878)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",44,"0","city_103",18075,FALSE,3,"0.920"
0.843,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","500-999","Pvt Ltd",">4",123,"0","city_159",23585,FALSE,6,"[0.691,0.878)"
0.92,"Other","Has relevent experience","no_enrollment","Primary School","No Major","13","50-99","Early Stage Startup","2",26,"0","city_103",9124,FALSE,13,"0.920"
0.804,"Other","Has relevent experience","no_enrollment","Graduate","Humanities","6","50-99","Other","1",36,"0","city_102",8458,FALSE,6,"[0.691,0.878)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","500-999","Funded Startup","1",8,"0","city_103",12299,FALSE,13,"0.920"
0.92,"Male","No relevent experience","no_enrollment","Primary School","No Major","3","Unknown","Other","never",15,"0","city_103",5070,FALSE,3,"0.920"
0.698,"Other","No relevent experience","no_enrollment","Masters","STEM",">20","Unknown","Other","2",45,"1","city_24",538,FALSE,25,"[0.691,0.878)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd",">4",40,"0","city_103",8344,FALSE,25,"0.920"
0.624,"Other","Has relevent experience","Full time course","High School","No Major","6","50-99","Pvt Ltd","1",92,"1","city_21",10444,FALSE,6,"[0.448,0.691)"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Unknown","Other","1",56,"1","city_16",10785,FALSE,25,"[0.878,0.920)"
0.923,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","100-500","Pvt Ltd","1",105,"0","city_83",14565,FALSE,12,"[0.921,0.949]"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","18","Unknown","Other","2",36,"0","city_103",31299,FALSE,18,"0.920"
0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","1",44,"0","city_103",26961,FALSE,6,"0.920"
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM","5","1000-4999","Pvt Ltd","1",13,"0","city_21",22767,FALSE,5,"[0.448,0.691)"
0.691,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","Unknown","Other","1",96,"0","city_91",26843,FALSE,7,"[0.691,0.878)"
0.92,"Female","Has relevent experience","no_enrollment","Masters","Humanities",">20","100-500","Public Sector",">4",38,"0","city_103",25260,FALSE,25,"0.920"
0.92,"Male","Has relevent experience","no_enrollment","Masters","Other",">20","10000+","Pvt Ltd","2",96,"0","city_103",29167,FALSE,25,"0.920"
0.682,"Other","Has relevent experience","no_enrollment","Graduate","STEM","20","Unknown","Other","1",29,"1","city_19",5148,FALSE,20,"[0.448,0.691)"
0.887,"Male","No relevent experience","Full time course","Masters","STEM","6","100-500","Public Sector","1",8,"0","city_100",18131,TRUE,6,"[0.878,0.920)"
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10/49","Other","2",15,"0","city_67",4590,FALSE,3,"[0.691,0.878)"
0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","12","Unknown","Other","3",150,"1","city_16",26879,FALSE,12,"[0.878,0.920)"
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","NGO","1",44,"1","city_103",7245,FALSE,14,"0.920"
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","50-99","Pvt Ltd","2",123,"1","city_21",21430,FALSE,17,"[0.448,0.691)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","4",100,"0","city_103",23041,FALSE,7,"0.920"
0.624,"Female","Has relevent experience","no_enrollment","Masters","STEM","3","50-99","Early Stage Startup","1",22,"1","city_21",213,FALSE,3,"[0.448,0.691)"
0.91,"Other","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd","1",30,"0","city_16",16781,FALSE,25,"[0.878,0.920)"
0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd","1",26,"0","city_71",25091,FALSE,25,"[0.878,0.920)"
0.887,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","Unknown","Other","1",131,"0","city_100",2372,FALSE,25,"[0.878,0.920)"
0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","2",67,"0","city_46",1234,FALSE,9,"[0.691,0.878)"
0.91,"Other","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","1",17,"0","city_16",10697,TRUE,9,"[0.878,0.920)"
0.624,"Male","No relevent experience","Part time course","High School","No Major","1","Unknown","Pvt Ltd","never",96,"0","city_21",30797,FALSE,1,"[0.448,0.691)"
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","5000-9999","Pvt Ltd","2",3,"0","city_103",1566,FALSE,5,"0.920"
0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","3",178,"0","city_116",14793,FALSE,25,"[0.691,0.878)"
0.855,"Male","Has relevent experience","Part time course","Graduate","STEM","4","<10","Pvt Ltd","1",141,"0","city_67",615,FALSE,4,"[0.691,0.878)"
0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd","2",8,"0","city_45",9114,FALSE,25,"[0.878,0.920)"
0.92,"Male","No relevent experience","Full time course","High School","No Major","6","Unknown","Other","1",73,"0","city_103",26048,FALSE,6,"0.920"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd",">4",77,"0","city_103",15246,FALSE,11,"0.920"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","Unknown","Other","2",9,"0","city_16",463,FALSE,15,"[0.878,0.920)"
0.92,"Male","No relevent experience","no_enrollment","Masters","Arts","4","Unknown","Other","1",6,"1","city_103",5419,FALSE,4,"0.920"
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","100-500","Funded Startup",">4",91,"0","city_136",1228,FALSE,18,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","2",48,"0","city_103",28063,FALSE,25,"0.920"
0.91,"Other","Has relevent experience","no_enrollment","Masters","STEM","4","500-999","Pvt Ltd","1",36,"0","city_16",9152,FALSE,4,"[0.878,0.920)"
0.926,"Female","Has relevent experience","no_enrollment","Masters","STEM","11","50-99","Pvt Ltd","2",8,"0","city_114",20669,FALSE,11,"[0.921,0.949]"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","2",22,"0","city_103",25466,FALSE,25,"0.920"
0.698,"Male","Has relevent experience","Part time course","High School","No Major","6","Unknown","Other","1",58,"1","city_90",19643,FALSE,6,"[0.691,0.878)"
0.624,"Male","Has relevent experience","Full time course","Masters","STEM","3","50-99","Pvt Ltd","1",45,"0","city_21",25068,FALSE,3,"[0.448,0.691)"
0.893,"Other","Has relevent experience","Full time course","Graduate","STEM","<1","500-999","Pvt Ltd","1",50,"0","city_36",8386,FALSE,0,"[0.878,0.920)"
0.91,"Male","Has relevent experience","no_enrollment","Graduate","No Major","3","<10","Pvt Ltd","1",51,"1","city_16",4739,TRUE,3,"[0.878,0.920)"
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","10/49","Pvt Ltd","2",101,"0","city_71",26402,FALSE,13,"[0.878,0.920)"
0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Unknown","Other","1",83,"0","city_19",10922,FALSE,25,"[0.448,0.691)"
0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","20","1000-4999","Pvt Ltd","2",14,"0","city_16",24199,FALSE,20,"[0.878,0.920)"
0.645,"Male","No relevent experience","no_enrollment","Graduate","STEM","<1","Unknown","Other","never",50,"0","city_62",30030,FALSE,0,"[0.448,0.691)"
0.926,"Male","Has relevent experience","no_enrollment","Graduate","No Major","7","500-999","Other","3",80,"1","city_114",28889,TRUE,7,"[0.921,0.949]"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","1",66,"0","city_160",13116,FALSE,9,"0.920"
0.55,"Other","Has relevent experience","no_enrollment","Graduate","STEM","5","Unknown","Other","1",138,"0","city_11",6580,FALSE,5,"[0.448,0.691)"
0.926,"Female","Has relevent experience","no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","1",140,"0","city_114",13647,FALSE,25,"[0.921,0.949]"
0.924,"Other","Has relevent experience","no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","1",48,"0","city_104",6722,FALSE,15,"[0.921,0.949]"
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","18","10/49","Early Stage Startup","1",16,"0","city_104",13636,FALSE,18,"[0.921,0.949]"
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","Unknown","Other","3",6,"0","city_90",22693,FALSE,25,"[0.691,0.878)"
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","1",26,"0","city_75",31395,FALSE,6,"[0.921,0.949]"
0.624,"Male","No relevent experience","Full time course","High School","No Major","3","Unknown","Other","never",25,"1","city_21",27299,FALSE,3,"[0.448,0.691)"
0.939,"Female","Has relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd",">4",105,"0","city_75",6429,FALSE,11,"[0.921,0.949]"
0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","Unknown","Other","1",98,"0","city_61",6802,FALSE,25,"[0.878,0.920)"
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd",">4",50,"0","city_114",13890,FALSE,11,"[0.921,0.949]"
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","500-999","Pvt Ltd","1",78,"1","city_21",10670,FALSE,7,"[0.448,0.691)"
0.804,"Male","No relevent experience","no_enrollment","Masters","STEM","18","Unknown","Other","1",149,"0","city_102",4662,FALSE,18,"[0.691,0.878)"
0.866,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Pvt Ltd","4",43,"1","city_57",822,FALSE,10,"[0.691,0.878)"
0.926,"Male","No relevent experience","Full time course","Graduate","STEM","9","Unknown","Other","1",28,"0","city_114",26860,FALSE,9,"[0.921,0.949]"
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","11","100-500","Pvt Ltd",">4",126,"0","city_103",27904,FALSE,11,"0.920"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Funded Startup","1",39,"0","city_103",17381,FALSE,25,"0.920"
0.91,"Female","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","NGO","2",8,"0","city_16",28587,FALSE,3,"[0.878,0.920)"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","1000-4999","Pvt Ltd",">4",3,"0","city_103",5325,FALSE,5,"0.920"
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",170,"0","city_103",14198,FALSE,25,"0.920"
0.895,"Male","Has relevent experience","Part time course","High School","No Major","6","1000-4999","Pvt Ltd","4",22,"0","city_10",25161,FALSE,6,"[0.878,0.920)"
0.624,"Other","Has relevent experience","Full time course","Graduate","STEM","4","50-99","Early Stage Startup","1",244,"1","city_21",20446,FALSE,4,"[0.448,0.691)"
