"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
23939,"city_114",0.926,"Male","No relevent experience","Full time course","Graduate","STEM","7","10/49","Public Sector","4",46,0
11464,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","1","50-99","Pvt Ltd","1",13,1
27745,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",47,1
11338,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","<10","Pvt Ltd","1",36,0
30319,"city_61",0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","2",38,0
6788,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","2",102,0
241,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Pvt Ltd","4",196,0
10494,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Pvt Ltd","1",28,0
6603,"city_100",0.887,"","Has relevent experience","Full time course","Masters","STEM","19","50-99","Funded Startup","2",106,0
12691,"city_61",0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","","4",78,0
17256,"city_64",0.666,"Male","Has relevent experience","no_enrollment","High School","","6","10/49","Early Stage Startup","1",19,0
22563,"city_136",0.897,"","No relevent experience","","","","2","","","1",63,0
22167,"city_103",0.92,"Male","No relevent experience","Full time course","Masters","Humanities","8","50-99","Public Sector","3",174,0
24557,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Pvt Ltd",">4",39,0
25238,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Pvt Ltd","1",108,0
9541,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","15","","","1",154,0
17649,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",28,0
32217,"city_16",0.91,"Female","No relevent experience","no_enrollment","Graduate","STEM","9","50-99","Pvt Ltd","1",206,0
9393,"city_94",0.698,"Male","Has relevent experience","","High School","","3","","","1",22,1
16746,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","3","","","never",111,0
31408,"city_138",0.836,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","500-999","Pvt Ltd",">4",26,0
6243,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","8","10/49","Funded Startup","4",77,0
13785,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","50-99","Pvt Ltd","1",72,0
30687,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","5000-9999","Pvt Ltd","3",160,0
25035,"city_116",0.743,"","Has relevent experience","no_enrollment","Masters","STEM","","","","2",144,0
26935,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","8","","","never",27,0
6807,"city_103",0.92,"Male","No relevent experience","no_enrollment","High School","","4","","","never",47,0
30330,"city_114",0.926,"Male","No relevent experience","no_enrollment","High School","","3","","","never",25,0
13212,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","3",12,0
4673,"city_10",0.895,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","50-99","Pvt Ltd","3",18,0
8937,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","5","10000+","Public Sector","1",7,1
20106,"city_73",0.754,"","No relevent experience","no_enrollment","High School","","2","<10","Pvt Ltd","1",37,0
28980,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","8","","","1",100,1
13935,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",5,1
26205,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","12","10000+","Pvt Ltd","2",72,0
2836,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","3",12,0
28555,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","3","","","never",28,1
32445,"city_104",0.924,"","Has relevent experience","Full time course","Graduate","STEM","8","<10","Early Stage Startup","1",78,0
7271,"city_142",0.727,"","Has relevent experience","no_enrollment","Masters","STEM","7","50-99","Pvt Ltd","3",300,0
17252,"city_24",0.698,"Male","No relevent experience","no_enrollment","High School","","6","","","never",24,0
31037,"city_44",0.725,"Male","No relevent experience","Part time course","Masters","STEM","5","","","never",39,1
2479,"city_57",0.866,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","","","1",33,0
19031,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","50-99","","2",11,0
18029,"city_114",0.926,"","Has relevent experience","Full time course","High School","","5","100-500","Pvt Ltd","never",278,0
2548,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd","1",54,0
14565,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","100-500","Pvt Ltd","1",105,0
17365,"city_102",0.804,"Male","Has relevent experience","Full time course","Graduate","STEM","4","","","",45,0
14598,"city_37",0.794,"","No relevent experience","no_enrollment","Graduate","STEM","9","5000-9999","Pvt Ltd","1",160,0
12600,"city_102",0.804,"","Has relevent experience","no_enrollment","High School","","4","50-99","Pvt Ltd","1",81,0
11047,"city_138",0.836,"Male","No relevent experience","no_enrollment","High School","","3","","","never",9,0
14572,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","50-99","Public Sector","4",33,1
22408,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd","4",20,0
27397,"city_57",0.866,"Male","No relevent experience","Full time course","Graduate","STEM","8","","","never",111,0
22235,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",36,0
5317,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Funded Startup","2",52,0
2020,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","500-999","Pvt Ltd",">4",54,0
12353,"city_158",0.766,"","Has relevent experience","Part time course","Graduate","STEM","11","100-500","Pvt Ltd","2",210,0
8059,"city_61",0.913,"Male","Has relevent experience","Part time course","Graduate","STEM","7","100-500","Pvt Ltd","1",18,0
19930,"city_50",0.896,"","Has relevent experience","no_enrollment","High School","","6","<10","Funded Startup","2",8,0
20310,"city_160",0.92,"Male","No relevent experience","Full time course","High School","","2","100-500","NGO","1",99,0
30289,"city_103",0.92,"Male","Has relevent experience","Part time course","Masters","STEM","11","500-999","Public Sector",">4",102,0
15637,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","3","100-500","Pvt Ltd","1",70,0
11635,"city_36",0.893,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","NGO","1",32,0
8274,"city_105",0.794,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","100-500","Public Sector","3",52,0
2793,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd",">4",166,0
7503,"city_99",0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Funded Startup","1",12,0
3440,"city_21",0.624,"","No relevent experience","no_enrollment","Masters","STEM","3","50-99","Pvt Ltd","1",24,0
31277,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","1",5,0
10929,"city_114",0.926,"","No relevent experience","no_enrollment","High School","","9","50-99","Pvt Ltd","1",37,0
18302,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","5","100-500","Pvt Ltd","1",13,0
4853,"city_158",0.766,"Male","No relevent experience","Full time course","Graduate","STEM","4","","","2",168,1
28058,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","4",15,1
22647,"city_104",0.924,"Male","No relevent experience","no_enrollment","Graduate","STEM","14","10000+","Pvt Ltd","1",26,0
13992,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","12","100-500","Pvt Ltd","4",136,0
31189,"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10/49","Public Sector","1",42,1
32108,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","8","<10","Pvt Ltd","1",70,0
21360,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd","3",22,1
24950,"city_142",0.727,"Male","No relevent experience","Part time course","Graduate","STEM","2","","","1",103,0
1939,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","STEM","19","","",">4",51,0
26272,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","10000+","Pvt Ltd","1",33,0
31034,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","","","4",16,0
29607,"city_104",0.924,"","Has relevent experience","no_enrollment","Graduate","Arts","10","10/49","Pvt Ltd","1",43,0
2893,"city_89",0.925,"Male","No relevent experience","Full time course","High School","","7","","Pvt Ltd","never",47,0
20168,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",18,0
3988,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",72,0
32685,"city_116",0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","10/49","Funded Startup","1",61,1
30685,"city_103",0.92,"","Has relevent experience","","","","6","","","",156,0
2179,"city_114",0.926,"Female","Has relevent experience","no_enrollment","High School","","11","50-99","Pvt Ltd","1",32,0
21857,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","100-500","Pvt Ltd","2",53,0
13081,"city_46",0.762,"Female","No relevent experience","Full time course","Graduate","STEM","3","","NGO",">4",122,1
25378,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","Other",">20","1000-4999","Pvt Ltd","never",99,0
15119,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10/49","Pvt Ltd",">4",11,0
31434,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","","",">4",65,0
32706,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd",">4",23,0
7635,"city_89",0.925,"Male","Has relevent experience","Full time course","Graduate","STEM","11","50-99","","",270,0
22589,"city_105",0.794,"Male","Has relevent experience","no_enrollment","Masters","Other","13","<10","Early Stage Startup","1",6,0
3125,"city_104",0.924,"","Has relevent experience","Part time course","Graduate","STEM","9","<10","Early Stage Startup","never",60,0
33271,"city_100",0.887,"Male","Has relevent experience","no_enrollment","High School","",">20","","","1",102,1
29336,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",27,0
18221,"city_61",0.913,"","Has relevent experience","no_enrollment","Masters","STEM","12","50-99","","2",158,1
29966,"city_114",0.926,"Male","Has relevent experience","Part time course","Phd","Humanities","11","10000+","Pvt Ltd",">4",56,0
29961,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","50-99","Pvt Ltd","2",166,0
20464,"city_24",0.698,"Male","No relevent experience","no_enrollment","High School","",">20","100-500","Pvt Ltd",">4",87,0
11066,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","","10","10/49","Pvt Ltd","never",4,0
22592,"city_50",0.896,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","","NGO","1",48,0
30391,"city_16",0.91,"Male","No relevent experience","Full time course","High School","","4","","","1",78,0
21576,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","No Major","4","50-99","Pvt Ltd","4",11,0
29210,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","","","1",42,1
11142,"city_138",0.836,"Male","Has relevent experience","Full time course","Graduate","STEM","2","100-500","Pvt Ltd","1",104,0
3209,"city_98",0.949,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","2",62,0
12902,"city_30",0.698,"Male","Has relevent experience","Part time course","Graduate","STEM","4","100-500","Pvt Ltd","1",33,0
1506,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","1",176,0
10766,"city_74",0.579,"","Has relevent experience","no_enrollment","Graduate","STEM","9","","","1",2,0
23806,"city_114",0.926,"","Has relevent experience","Full time course","","","","100-500","","1",35,0
7362,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","2","","","1",39,1
25837,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","No Major","9","50-99","Pvt Ltd",">4",30,0
33304,"city_106",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","","","1",23,1
22412,"city_155",0.556,"","Has relevent experience","no_enrollment","Graduate","STEM","16","<10","Early Stage Startup","1",26,1
11832,"city_36",0.893,"Female","Has relevent experience","no_enrollment","Masters","STEM","14","100-500","Pvt Ltd","1",34,0
18984,"city_90",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","<10","Pvt Ltd","1",8,0
312,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","1",25,0
5318,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","","",">4",50,1
28855,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","","10","10000+","Pvt Ltd","3",14,0
32594,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Funded Startup","2",152,0
10936,"city_114",0.926,"","Has relevent experience","no_enrollment","High School","","10","<10","Pvt Ltd","1",85,0
22435,"city_100",0.887,"Male","Has relevent experience","Full time course","High School","","13","500-999","","",49,0
25562,"city_46",0.762,"Male","Has relevent experience","Part time course","Graduate","STEM",">20","","","3",26,0
77,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",78,1
22109,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","9","10/49","Early Stage Startup","never",68,1
987,"city_99",0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Funded Startup","1",6,0
15415,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","1000-4999","Pvt Ltd","1",53,0
4087,"city_94",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Pvt Ltd","2",51,0
11688,"city_173",0.878,"Male","Has relevent experience","no_enrollment","High School","","10","<10","Pvt Ltd","never",51,1
1153,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","Business Degree","5","<10","Pvt Ltd","1",25,0
21478,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","Other","5","","","1",63,1
28982,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","3",28,0
11590,"city_136",0.897,"Male","No relevent experience","Part time course","Graduate","Arts","2","1000-4999","Pvt Ltd","2",40,0
30841,"city_19",0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","100-500","Pvt Ltd","1",63,0
1375,"city_23",0.899,"","Has relevent experience","Part time course","Graduate","STEM","6","500-999","Funded Startup","1",23,0
22823,"city_71",0.884,"","No relevent experience","no_enrollment","Phd","STEM","11","5000-9999","Pvt Ltd","1",23,1
15047,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","50-99","Other","1",51,0
12659,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Public Sector",">4",9,0
721,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","","1",88,0
24034,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","7","10000+","Pvt Ltd","never",216,1
13154,"city_114",0.926,"Female","No relevent experience","Part time course","Masters","STEM","4","10/49","Public Sector","3",39,0
16292,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","50-99","Pvt Ltd","never",50,1
13808,"city_41",0.827,"Male","Has relevent experience","no_enrollment","High School","","3","<10","Early Stage Startup","1",9,0
24904,"city_57",0.866,"Male","Has relevent experience","Part time course","Masters","STEM","<1","50-99","","1",18,0
32398,"city_160",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","4","1000-4999","Pvt Ltd","1",6,0
8470,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","","500-999","Pvt Ltd","",11,0
15347,"city_165",0.903,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","500-999","Pvt Ltd","never",60,0
17731,"city_77",0.83,"Male","Has relevent experience","Full time course","Graduate","STEM","14","100-500","Pvt Ltd","1",136,0
9657,"city_162",0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10/49","Funded Startup","1",22,0
8635,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","50-99","Pvt Ltd","1",150,1
5030,"city_24",0.698,"Male","No relevent experience","Full time course","Graduate","STEM","3","","","never",11,0
14378,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","<1","500-999","","1",22,1
15365,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","10000+","Pvt Ltd",">4",143,0
33183,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",62,0
14138,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts","19","100-500","Public Sector",">4",149,0
10676,"city_10",0.895,"Other","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd",">4",152,0
15559,"city_50",0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10/49","Pvt Ltd","2",46,0
2267,"city_10",0.895,"Male","Has relevent experience","Part time course","High School","","13","50-99","Pvt Ltd","2",172,0
8157,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","15","","",">4",103,1
7058,"city_28",0.939,"","Has relevent experience","no_enrollment","Masters","STEM","11","10/49","Pvt Ltd",">4",72,0
3612,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",11,0
7624,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","7","","","1",47,1
24764,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",92,0
30112,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","3",8,0
20669,"city_114",0.926,"Female","Has relevent experience","no_enrollment","Masters","STEM","11","50-99","Pvt Ltd","2",8,0
32008,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","3","50-99","Funded Startup","2",44,0
13480,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","3","50-99","Early Stage Startup","1",144,1
9832,"city_114",0.926,"","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",110,0
13497,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","14","500-999","Pvt Ltd",">4",82,0
21509,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","2","10/49","Pvt Ltd","1",72,1
4276,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Arts","2","10000+","Pvt Ltd","1",92,0
17039,"city_114",0.926,"Male","Has relevent experience","Part time course","High School","","4","100-500","Funded Startup","1",49,0
10519,"city_150",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","","","2",121,0
19454,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Funded Startup","1",172,1
15954,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","1",282,0
20420,"city_136",0.897,"Female","No relevent experience","Full time course","Phd","STEM","6","100-500","Public Sector","1",158,0
4133,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",">20","<10","Pvt Ltd","never",144,0
9944,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","16","50-99","Pvt Ltd","3",28,0
15916,"city_100",0.887,"Male","Has relevent experience","no_enrollment","Phd","STEM","10","","","2",88,0
83,"city_74",0.579,"","Has relevent experience","Full time course","Graduate","STEM","5","50-99","Pvt Ltd","1",62,0
32032,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","NGO","1",70,0
17684,"city_40",0.776,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",118,0
4692,"city_152",0.698,"","Has relevent experience","no_enrollment","Masters","STEM",">20","500-999","Pvt Ltd","3",51,0
13514,"city_67",0.855,"Other","Has relevent experience","no_enrollment","Masters","STEM","16","50-99","Pvt Ltd","1",2,0
27326,"city_114",0.926,"Male","Has relevent experience","Full time course","High School","","7","","","1",17,0
19309,"city_46",0.762,"","Has relevent experience","Part time course","Graduate","STEM","10","100-500","Pvt Ltd","2",8,0
8143,"city_21",0.624,"Female","No relevent experience","Full time course","Graduate","STEM","<1","10000+","Pvt Ltd","4",66,1
981,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","2",54,0
32720,"city_145",0.555,"Female","Has relevent experience","Part time course","Masters","STEM",">20","10000+","NGO","3",135,1
27616,"city_116",0.743,"","Has relevent experience","Full time course","Graduate","STEM","5","50-99","Pvt Ltd","1",107,0
18603,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","1",102,0
8385,"city_136",0.897,"","No relevent experience","Full time course","High School","","4","","","1",150,0
5783,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Masters","STEM","18","100-500","Pvt Ltd","2",50,0
5121,"city_103",0.92,"","No relevent experience","Full time course","Masters","STEM","5","","Public Sector","1",196,0
25968,"city_155",0.556,"Female","Has relevent experience","no_enrollment","Graduate","STEM","10","100-500","Pvt Ltd","1",57,1
23077,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","",">4",104,0
810,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Pvt Ltd","4",128,0
14580,"city_28",0.939,"Other","No relevent experience","Full time course","High School","","3","100-500","Pvt Ltd","3",17,0
19667,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","100-500","Pvt Ltd","1",46,0
22615,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","<1","<10","NGO","1",10,0
11120,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Public Sector",">4",56,0
30602,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd","never",20,0
33138,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","2",60,0
29617,"city_100",0.887,"Male","Has relevent experience","Part time course","High School","","1","500-999","Pvt Ltd","1",166,0
11347,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",45,0
1912,"city_21",0.624,"Male","Has relevent experience","","Graduate","STEM","1","","","never",162,1
12513,"city_114",0.926,"Female","Has relevent experience","no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","1",37,0
19953,"city_16",0.91,"Male","No relevent experience","Full time course","Masters","STEM","8","","","4",56,0
23720,"city_65",0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","1000-4999","Pvt Ltd","2",90,0
2971,"city_116",0.743,"","Has relevent experience","no_enrollment","Graduate","STEM","9","","","2",98,0
31812,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","3","100-500","Pvt Ltd","1",84,1
13847,"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School","","7","10/49","Pvt Ltd",">4",96,0
28698,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","10/49","Pvt Ltd","1",182,1
21426,"city_57",0.866,"","Has relevent experience","no_enrollment","Masters","STEM","4","50-99","Pvt Ltd","1",3,0
900,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","4","10/49","Pvt Ltd","3",75,0
5413,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",142,1
20166,"city_103",0.92,"","Has relevent experience","Part time course","Graduate","STEM","7","50-99","",">4",54,0
4496,"city_99",0.915,"","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",74,0
12770,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd","never",3,0
13486,"city_114",0.926,"Male","Has relevent experience","Part time course","Masters","Other","19","50-99","Pvt Ltd","2",4,0
2638,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd",">4",91,0
2514,"city_50",0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","<10","Pvt Ltd","3",39,0
31942,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","10/49","Funded Startup","2",45,0
22954,"city_105",0.794,"Female","Has relevent experience","Full time course","Graduate","STEM","9","100-500","Pvt Ltd",">4",206,0
14214,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","18","10000+","Pvt Ltd","2",12,0
29585,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","1",48,0
10294,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","4","100-500","Pvt Ltd","4",4,1
21455,"city_114",0.926,"","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",55,0
29412,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","10000+","Pvt Ltd","2",156,0
30451,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","5","","","2",113,1
29118,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","1",3,0
18993,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","5","50-99","Funded Startup","1",316,1
8739,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","19","500-999","Early Stage Startup",">4",94,0
15344,"city_74",0.579,"Male","No relevent experience","no_enrollment","Masters","STEM","2","100-500","Pvt Ltd","2",32,0
24070,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","8","50-99","Funded Startup","4",33,0
5591,"city_117",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","500-999","Pvt Ltd","3",14,0
13672,"city_21",0.624,"","No relevent experience","Full time course","Masters","STEM","9","","","3",72,0
33129,"city_41",0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",4,0
24226,"city_21",0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM","<1","50-99","Pvt Ltd","1",13,0
27218,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","<10","Pvt Ltd","1",166,0
28628,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities",">20","100-500","Pvt Ltd","1",107,0
19957,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","1",68,0
30212,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","1",34,0
18022,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","500-999","Pvt Ltd","4",46,0
